ORGANIZATION_ID,ORG_NAME,RECEIPT_METHOD_NAME,BANK_ACCOUNT_NAME,BANK_ACCOUNT_NUMBER
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank MEDALHIJRA,157-95017321-MEDALHIJRA
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank MEDALIYAT,015795017321-MEDALIYAT
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank MEDANDLUSH,0157-95017321-069
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank MEDDARIMAN,157-95017321-MEDDARIMAN
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank MEDMAYAS,015795017321119
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank MEDMVNPICK,157-95017321-MEDMVNPICK
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank MEDSOUQEBQ,AL Jazeerah Bank MEDSOUQEBQ
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank MEDSULTANA,157-95017321-MEDSULTANA
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank MEDTHEGATE,157-95017321-MEDTHEGATE
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank MILAQROTAB,157-95017321-MILAQROTAB
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank MTHNBOTHAM,0157-95017321-MTHNBOTHAM
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank MURJANJED,0157-95017321-MURJANJED
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank Mahmal Center Account - Acc # 015795017321011,015795017321011
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank Makkah Mall,0022555612014
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank Makkah Mall Account - Acc # 015795017321037,015795017321037
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank Makkah tower Account - Acc #015795017321043,015795017321043
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank Medad Center,0022555612003‏
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank Medad Center Account - Acc # 015795017321015,015795017321015
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank NAJKINGROD,157-95017321-NAJKINGROD
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank NAJMELAGRO,157-95017321-NAJMELAGRO
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank NAJPARK,015795017321-NAJPARK
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank NAJRANPLZA,157-95017321-NAJRANPLZA
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank NAKHDMM,AL Jazeerah Bank NAKHDMM
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank NJRANCFRNT,015795017321-NJRANCFRNT
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank NJRANFRONT,AL Jazeerah Bank NJRANFRONT
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank Nakhel Mall Account - Acc # 015795017321020,015795017321020
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank Nakhel Plaza Account - Acc # 015795017321038,015795017321038
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank Noor Mall,0022555612013
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank ONZSOQJADD,AL Jazeerah Bank ONZSOQJADD
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank Onaizah  Account - Acc # 015795017321046,015795017321046
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank Oth Mall Hail Account - Acc # 015795017321045,015795017321045
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank Oth Mall Rabwa Account - Acc # 015795017321047,015795017321047
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank PARK MALL,0022555612036
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank PARKHMT ACC # 015795017321056,015795017321056
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank QATIFCC,015795017321-QATIFCC
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank QATIFCFRNT,0157-95017321-QATIFCFRNT
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank QOUZBLVRD,AL Jazeerah Bank QOUZBLVRD#
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank QUNKYLPLZA,157-95017321-QUNKYLPLZA
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank RASHIDABHA ACC # 015795017321050,015795017321050
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank RASHIDJZN ACC # 015795017321051,015795017321051
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank RASHIDMAD ACC # 015795017321052,015795017321052
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank RASHIDMAD2,AL Jazeerah Bank RASHIDMAD2
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank RASSBULVRD,0157-95017321-RASSBULVRD
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank RYDALYAPLZ,157-95017321-RYDALYAPLZ
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank RYDANUDPRK,157-95017321-RYDANUDPRK
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank RYDMARINA,015795017321-RYDMARINA
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank RYDQURTBAH,AL Jazeerah Bank RYDQURTBAH
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank RYDROSHN,015795017321-RYDROSHN
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank RYDSAWARIP,157-95017321-RYDSAWARIP
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank RYDTWIQDIS,015795017321-RYDTWIQDIS
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank RYDYARMOOK,157-95017321-RYDYARMOOK
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank Red Sea Mall Account - Acc # 015795017321006,015795017321006
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank Riyad Gallery Account - Acc # 015795017321017,015795017321017
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank Riyadh Gallery,0022555612001‏
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank SABIAYASMN,157-95017321-SABIAYASMN
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank SALAMRYD2,015795017321-SALAMRYD2
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank SALMAH MALL,0022555612018
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank SAMTAHMALL,157-95017321-SAMTAHMALL
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank SBTALYABVD,AL Jazeerah Bank SBTALYABVD
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank SHUBAILYML,015795017321-SHUBAILYML
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank SKAKAPLAZA,015795017321-SKAKAPLAZA
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank SKAKASHLHB,AL Jazeerah Bank SKAKASHLHB
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank SMARTSHRYD,157-95017321-SMARTSHRYD
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank Salam Jed Mall count - Acc # 015795017321009,015795017321009
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank Salam Ryd Mall Account - Acc # 015795017321022,015795017321022
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank Salma Mall Account - Acc # 015795017321033,015795017321033
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank TAIBAMED,157-95017321-TAIBAMED
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank TAIFSHARST,0157-95017321-000
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank TAIFTERAML,015795017321-TAIFTERAML
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank THEGATERYD,157-95017321-THEGATERYD
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank TIFZHRNCTR,AL Jazeerah Bank TIFZHRNCTR#
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank TOWNSQJED,0157-95017321-TOWNSQJED
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank Tabouk Park Mall Account - Acc # 015795017321029,015795017321029
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank Tahlia Center Account - Acc # 015795017321005,015795017321005
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank Tala Mall,0022555612021
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank Tala Mall Account - Acc # 015795017321021,015795017321021
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank Tawaren Center Account - Acc # 015795017321023,015795017321023
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank Twaren Center,0022555612005‏
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank UWALKJED,0157-95017321-UWALKJED
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank Ula Event Account - Acc # 015795017321041,015795017321041
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank VILLAGEHMT,015795017321057
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank WADIDAWSER,015795017321-WADIDAWSER
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank WADILABAN ACC # 015795017321049,015795017321049
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank WATANIYAHB,157-95017321-WATANIYAHB
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank WEST AVINEO,0022555612038
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank West Avenuo Mall Account - Acc # 015795017321032,015795017321032
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank YANBUMALL,015795017321120
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank YASMEENPLZ,157-95017321-YASMEENPLZ
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah Bank Yasmeen Mall Account - Acc # 015795017321010,015795017321010
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah BankAJAWEED,AL Jazeerah BankAJAWEED
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah BankHAMDANIIYA,AL Jazeerah BankHAMDANIIYA
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah BankOBHURMALL,AL Jazeerah BankOBHURMALL
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah BankRYDAVENUE,AL Jazeerah BankRYDAVENUE
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah BankRYDPARK,AL Jazeerah BankRYDPARK
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah HILTONMAK,AL Jazeerah HILTONMAK
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah KHURAISSQ,AL Jazeerah KHURAISSQ
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah PANORAMA,AL Jazeerah PANORAMA
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah PRNCSLRD,AL Jazeerah PRNCSLRD
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah RIYADHDST,AL Jazeerah RIYADHDST
300000001421038,AlQurashi-KSA,AMEX,AL Jazeerah RYDSHIFA,AL Jazeerah RYDSHIFA
300000001421038,AlQurashi-KSA,AMEX,Al Jazeerah Bank BURSULMAVE,Al Jazeerah Bank BURSULMAVE
300000001421038,AlQurashi-KSA,AMEX,Al Jazeerah Bank JUBGLRIMAL,Al Jazeerah Bank JUBGLRIMAL
300000001421038,AlQurashi-KSA,AMEX,Al Jazeerah Bank JUBGLRYMAL,Al Jazeerah Bank JUBGLRYMAL
300000001421038,AlQurashi-KSA,AMEX,Al Jazeerah Bank JUBHUWYLYT,Al Jazeerah Bank JUBHUWYLYT
300000001421038,AlQurashi-KSA,AMEX,Al Jazeerah Bank MATHNABMAL,Al Jazeerah Bank MATHNABMAL
300000001421038,AlQurashi-KSA,AMEX,Aljazira AL Mahmal Branch,0022555612004‏
300000001421038,AlQurashi-KSA,AMEX,Aljazira Amwaj Mall Branch,0022555612007‏
300000001421038,AlQurashi-KSA,AMEX,Aljazira Andalus Mall Branch,0022555612008‏
300000001421038,AlQurashi-KSA,AMEX,Aljazira Aziz Mall Branch,0022555612012
300000001421038,AlQurashi-KSA,AMEX,Aljazira Felamengo Mall Branch,0022555612034
300000001421038,AlQurashi-KSA,AMEX,Aljazira Haifaa Mall Branch,0022555612015
300000001421038,AlQurashi-KSA,AMEX,Aljazira Main Account,0022555612002
300000001421038,AlQurashi-KSA,AMEX,Aljazira Red Sea Mall Branch,0022555612009‏
300000001421038,AlQurashi-KSA,AMEX,Aljazira Salam Mall Jeddah Branch,0022555612011
300000001421038,AlQurashi-KSA,AMEX,Aljazira Tahliah Center Branch,0022566445001‏
300000001421038,AlQurashi-KSA,AMEX,Aljazira Yasmeen Mall Branch,0022555612010
300000001421038,AlQurashi-KSA,AMEX,Cash HILTONMAK,Cash HILTONMAK
300000001421038,AlQurashi-KSA,AMEX,Cash JORI MALL,Cash JORI MALL
300000001421038,AlQurashi-KSA,AMEX,Cash KHURAISSQ,Cash KHURAISSQ
300000001421038,AlQurashi-KSA,AMEX,Cash MEDDARIMAN,Cash MEDDARIMAN
300000001421038,AlQurashi-KSA,AMEX,Cash PRNCSLRD,Cash PRNCSLRD
300000001421038,AlQurashi-KSA,AMEX,NEW1,NEW1
300000001421038,AlQurashi-KSA,AMEX,Riyadh Bank - AL Manar Mall - Acc # 1831441329941,1831441329941
300000001421038,AlQurashi-KSA,AMEX,Riyadh Bank - AL Nour Mall - Acc # 1831441329940,1831441329940
300000001421038,AlQurashi-KSA,AMEX,Riyadh Bank - Amwaj Mall - Acc # 1831441329942,1831441329942
300000001421038,AlQurashi-KSA,AMEX,Riyadh Bank - Andalus Mall - Acc # 1831434139943,1831434139943
